timestamp_utc,guild_id,guild_name,user_id,username,created_at_utc,joined_at_utc,account_age_days,has_avatar,suspicion_score,reasons,action_taken,label
2024-06-01T00:00:00,1234567890,Community Hub,823106470123,grace_beauty,2018-11-29T00:00:00,2020-01-06T00:00:00,2011,1,0.00720553684007455,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,425891992682,chris_builds,2018-10-16T00:00:00,2018-12-13T00:00:00,2055,1,0.17829790169494594,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,458208811958,dev_pete,2021-12-27T00:00:00,2022-07-18T00:00:00,887,1,0.06749189742915512,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,583582158001,fit_jessica,2020-02-05T00:00:00,2020-05-09T00:00:00,1578,1,0.017287251686218613,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,209337248333,daniel_f,2023-04-01T00:00:00,2023-07-12T00:00:00,427,1,0.15627347600500713,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,461602415839,tom_techie,2022-02-01T00:00:00,2022-06-09T00:00:00,851,1,0.24511783295847628,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,444774500875,b.scott.official,2018-10-27T00:00:00,2019-02-03T00:00:00,2044,1,0.01954717397790079,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,812820707767,a8f7d3k9p2,2024-05-27T00:00:00,2024-05-27T00:00:00,5,0,0.9991819395259619,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,450876397175,lisa_writes,2023-05-15T00:00:00,2023-06-14T00:00:00,383,1,0.03211681760840518,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,981873573407,crypto_king_9999,2024-05-18T00:00:00,2024-05-18T02:00:00,14,0,0.7013775274363044,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,942665482643,real_human_01234,2024-06-01T00:00:00,2024-06-01T00:00:00,0,0,0.8491767728612875,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,638497168108,bot_account_7,2024-05-26T00:00:00,2024-05-26T00:00:00,6,0,0.8124190810947611,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,176580113262,emma.j,2019-01-08T00:00:00,2019-01-17T00:00:00,1971,1,0.08171857189221618,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,172075463290,amy_joy,2019-11-11T00:00:00,2020-10-21T00:00:00,1664,1,0.0803903657780495,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,102556008718,9182736450,2024-03-17T00:00:00,2024-03-17T00:00:00,76,0,0.6220906133685706,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,539751891769,lena_captures,2018-09-05T00:00:00,2018-12-08T00:00:00,2096,1,0.14213606841388265,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,302193788068,lena_captures,2019-05-16T00:00:00,2019-12-13T00:00:00,1843,1,0.08728820673709481,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,663436789786,a8f7d3k9p2,2024-05-15T00:00:00,2024-05-16T14:00:00,17,0,0.6097853433919355,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,218827260927,the_real_sam,2022-02-11T00:00:00,2023-02-07T00:00:00,841,1,0.21270393257284068,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,191444950904,b.scott.official,2018-09-19T00:00:00,2019-04-29T00:00:00,2082,1,0.015895843686447808,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,492141405906,lisa_writes,2018-05-16T00:00:00,2019-03-30T00:00:00,2208,1,0.1999950001622066,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,991971819963,mike_2023,2018-02-11T00:00:00,2018-10-01T00:00:00,2302,1,0.037473858872906995,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,637131023563,crypto_king_9999,2024-04-18T00:00:00,2024-04-18T16:00:00,44,0,0.7126775418650193,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,617593455278,free_follower_bot,2024-04-21T00:00:00,2024-04-22T21:00:00,41,0,0.6060730973826184,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,687278954327,lisa_writes,2022-11-02T00:00:00,2023-03-03T00:00:00,577,1,0.11775468289141358,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,436491516323,free_followers_now,2024-05-07T00:00:00,2024-05-08T16:00:00,25,0,0.5995784873483816,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,630524369620,sarah_smith,2018-09-26T00:00:00,2019-07-12T00:00:00,2075,1,0.05669674242211631,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,659993243779,mindful_maya,2020-06-10T00:00:00,2021-08-27T00:00:00,1452,1,0.22195546928465812,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,724874771584,99882736450,2024-02-10T00:00:00,2024-02-10T00:00:00,112,0,0.7915207541258433,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,331172841557,free_follower_bot,2024-05-27T00:00:00,2024-05-27T00:00:00,5,0,0.9912123033452597,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,746339744421,tradebot_fx,2024-02-11T00:00:00,2024-02-11T00:00:00,111,0,0.7894184888220156,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,542270321464,acc29471838,2024-05-28T00:00:00,2024-05-28T00:00:00,4,0,0.7094472764464944,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,915857514365,john_doe,2021-09-12T00:00:00,2022-03-23T00:00:00,993,1,0.11138691473364593,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,410418786881,crypto_king_9999,2024-05-09T00:00:00,2024-05-09T13:00:00,23,0,0.8083339032662882,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,227217790500,photo_by_anna,2017-11-28T00:00:00,2018-03-04T00:00:00,2377,1,0.17743265838894898,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,303533533148,acc29471838,2024-05-19T00:00:00,2024-05-19T19:00:00,13,0,0.6529101268486195,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,150217075011,bot_account_7,2024-05-31T00:00:00,2024-05-31T00:00:00,1,0,0.9359081677358158,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,585596994986,crypto_king_9999,2023-12-26T00:00:00,2023-12-26T00:00:00,158,0,0.8300878656068081,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,977216512629,xXx_profit_xXx,2023-12-13T00:00:00,2023-12-13T00:00:00,171,0,0.765600264678187,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,751254604567,photo_by_anna,2019-06-27T00:00:00,2019-12-20T00:00:00,1801,1,0.0749339854136177,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,561932672790,99882736450,2024-05-15T00:00:00,2024-05-16T02:00:00,17,0,0.8511863816575359,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,727527145456,amy_joy,2023-08-28T00:00:00,2023-09-24T00:00:00,278,1,0.08169734890441929,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,766007103200,9182736450,2024-05-16T00:00:00,2024-05-16T23:00:00,16,0,0.8582190220680523,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,800759626339,9182736450,2024-05-09T00:00:00,2024-05-10T19:00:00,23,0,0.7400741186851033,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,425669694744,chris_builds,2022-02-07T00:00:00,2022-11-22T00:00:00,845,1,0.24460649809245252,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,992309901343,q7w8e9r0t1y2,2024-04-26T00:00:00,2024-04-26T14:00:00,36,0,0.7512228303483925,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,507689634843,crypto_king_9999,2024-05-26T00:00:00,2024-05-26T00:00:00,6,0,0.9228402709477506,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,264577063036,grace_beauty,2022-01-01T00:00:00,2022-10-23T00:00:00,882,1,0.2349589848906671,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,857175336245,daniel_f,2023-05-16T00:00:00,2023-11-13T00:00:00,382,1,0.14035395123701816,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,366276148603,zz_promo_zz,2024-05-15T00:00:00,2024-05-15T23:00:00,17,0,0.8047788489079788,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,161665680627,botanist_beth,2022-03-27T00:00:00,2022-05-28T00:00:00,797,1,0.21090902927887456,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,620003131538,botanist_beth,2017-08-02T00:00:00,2018-11-18T00:00:00,2495,1,0.0894692569653601,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,309538419193,1234567890ab,2024-02-04T00:00:00,2024-02-04T00:00:00,118,0,0.6405594245108087,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,899316976208,lisa_writes,2019-09-06T00:00:00,2020-03-11T00:00:00,1730,1,0.0647075237016114,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,625857221759,emma.j,2020-11-23T00:00:00,2021-06-10T00:00:00,1286,1,0.06699230473661505,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,680950352900,earn_fast_2024,2024-04-26T00:00:00,2024-04-26T20:00:00,36,0,0.564902279530294,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,359548910842,real_human_01234,2024-05-01T00:00:00,2024-05-01T00:00:00,31,0,0.5076824220576661,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,804540618082,user8374629,2024-01-10T00:00:00,2024-01-10T00:00:00,143,0,0.679435538344608,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,572196645340,q7w8e9r0t1y2,2024-05-23T00:00:00,2024-05-24T10:00:00,9,0,0.6865736873552009,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,532314420131,user8374629,2024-04-24T00:00:00,2024-04-24T00:00:00,38,0,0.6060514512617783,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,367797130788,journeys_with_kai,2020-03-25T00:00:00,2020-04-14T00:00:00,1529,1,0.09918291935176685,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,359143244940,the_real_sam,2022-06-27T00:00:00,2022-10-26T00:00:00,705,1,0.12442968155697903,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,751064013120,follow_back_101,2024-05-18T00:00:00,2024-05-18T23:00:00,14,0,0.7625725310471905,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,770122008291,nft_dropper_69,2024-05-19T00:00:00,2024-05-20T20:00:00,13,0,0.8377746209601062,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,467886526287,xXx_profit_xXx,2023-12-11T00:00:00,2023-12-11T00:00:00,173,0,0.5683343720081021,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,916026848276,everyday_elena,2017-11-10T00:00:00,2018-11-03T00:00:00,2395,1,0.17546483439993119,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,983427982237,grace_beauty,2018-11-15T00:00:00,2020-01-06T00:00:00,2025,1,0.06851413975267673,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,687978654382,9182736450,2024-03-19T00:00:00,2024-03-19T00:00:00,74,0,0.6341326205624507,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,321335772121,earn_fast_2024,2024-04-15T00:00:00,2024-04-15T00:00:00,47,0,0.6625551342267626,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,841224020898,grace_beauty,2018-06-13T00:00:00,2018-08-03T00:00:00,2180,1,0.18439017295002708,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,270433982974,airdrop_winner99,2024-05-29T00:00:00,2024-05-29T00:00:00,3,0,0.7985586962422772,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,710528777111,q7w8e9r0t1y2,2024-04-29T00:00:00,2024-04-30T07:00:00,33,0,0.6762324825713091,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,150235950134,q7w8e9r0t1y2,2024-03-04T00:00:00,2024-03-04T00:00:00,89,0,0.6899561810611989,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,875607630133,john_doe,2018-12-14T00:00:00,2018-12-30T00:00:00,1996,1,0.14631418314010947,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,139003297552,lisa_writes,2021-09-13T00:00:00,2022-12-10T00:00:00,992,1,0.06609527685184324,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,737448420993,b.scott.official,2018-01-22T00:00:00,2019-03-21T00:00:00,2322,1,0.11353977402938498,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,628711686529,free_follower_bot,2024-04-26T00:00:00,2024-04-27T18:00:00,36,0,0.7653780831670114,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,950390857987,chris_builds,2022-02-28T00:00:00,2022-11-06T00:00:00,824,1,0.017242814330153317,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,147330605707,amy_joy,2021-04-27T00:00:00,2022-04-04T00:00:00,1131,1,0.19603691808931875,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,149877901908,everyday_elena,2021-03-18T00:00:00,2021-05-23T00:00:00,1171,1,0.10058810198662071,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,607960309596,daniel_f,2022-04-10T00:00:00,2022-06-02T00:00:00,783,1,0.19312229787132296,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,841537861248,sarah_smith,2018-02-17T00:00:00,2019-06-24T00:00:00,2296,1,0.14300482568032255,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,564952559035,tom_techie,2020-07-19T00:00:00,2021-05-10T00:00:00,1413,1,0.16732385107686293,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,688883344228,sarah_smith,2019-03-08T00:00:00,2020-04-19T00:00:00,1912,1,0.2407007750248063,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,641505478484,1234567890ab,2024-05-04T00:00:00,2024-05-04T18:00:00,28,0,0.7262602326951526,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,493689008298,99882736450,2024-05-26T00:00:00,2024-05-26T00:00:00,6,0,0.7828189283831916,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,853617105954,free_follower_bot,2024-03-04T00:00:00,2024-03-04T00:00:00,89,0,0.8336514128194519,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,340413140954,alex_travel,2017-08-16T00:00:00,2018-06-25T00:00:00,2481,1,0.2428015934522505,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,971593879611,creative_dan,2017-09-07T00:00:00,2018-07-30T00:00:00,2459,1,0.13816723421922797,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,896240526803,tradebot_fx,2024-05-31T00:00:00,2024-05-31T00:00:00,1,0,0.8656399988309529,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,149619632930,mike_2023,2018-08-26T00:00:00,2018-10-21T00:00:00,2106,1,0.10235993284549216,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,406591419268,grace_beauty,2017-09-22T00:00:00,2018-12-28T00:00:00,2444,1,0.021136462989754495,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,513307675294,99882736450,2024-05-03T00:00:00,2024-05-03T19:00:00,29,0,0.8309212206720894,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,301726693517,tradebot_fx,2024-03-16T00:00:00,2024-03-16T00:00:00,77,0,0.8280104758842661,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,137837097682,zz_promo_zz,2024-05-28T00:00:00,2024-05-28T00:00:00,4,0,0.848889014384046,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,177721541072,99882736450,2024-05-29T00:00:00,2024-05-29T00:00:00,3,0,0.7798902869294837,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,868305929790,emma.j,2022-04-20T00:00:00,2023-01-04T00:00:00,773,1,0.03720493397917951,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,164612439473,creative_dan,2021-06-15T00:00:00,2022-07-25T00:00:00,1082,1,0.23917055038355747,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,925515746970,q7w8e9r0t1y2,2024-04-30T00:00:00,2024-05-01T12:00:00,32,0,0.7718547174974856,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,609844024934,sarah_smith,2020-04-06T00:00:00,2021-01-16T00:00:00,1517,1,0.020265445736229792,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,735048187251,grace_beauty,2018-10-28T00:00:00,2019-11-21T00:00:00,2043,1,0.08052801085711389,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,544837513226,get_rich_88,2024-05-27T00:00:00,2024-05-27T00:00:00,5,0,0.8005197097166344,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,111321054624,code_master,2023-05-17T00:00:00,2023-11-03T00:00:00,381,1,0.1609187142134741,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,158428070938,get_rich_88,2024-02-07T00:00:00,2024-02-07T00:00:00,115,0,0.738373803092837,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,336426918737,real_human_01234,2024-04-14T00:00:00,2024-04-14T00:00:00,48,0,0.7662186216132253,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,789395252395,journeys_with_kai,2022-07-17T00:00:00,2023-05-01T00:00:00,685,1,0.09456409859994314,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,908476202436,grace_beauty,2022-03-19T00:00:00,2022-10-02T00:00:00,805,1,0.22431390607812093,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,882542251836,paul_runs,2018-01-01T00:00:00,2018-11-21T00:00:00,2343,1,0.0459275448961384,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,452353476430,1234567890ab,2024-05-30T00:00:00,2024-05-30T00:00:00,2,0,0.9990921309217237,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,841955161096,airdrop_winner99,2024-04-01T00:00:00,2024-04-01T00:00:00,61,0,0.7785327051231621,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,632245357567,9182736450,2024-01-16T00:00:00,2024-01-16T00:00:00,137,0,0.8491326226910075,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,953561732690,tradebot_fx,2023-12-09T00:00:00,2023-12-09T00:00:00,175,0,0.5552938939831649,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,969840894751,get_rich_88,2024-05-07T00:00:00,2024-05-08T13:00:00,25,0,0.6157769443523715,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,611987873454,1234567890ab,2024-05-29T00:00:00,2024-05-29T00:00:00,3,0,0.7629227778429118,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,809078920445,chris_builds,2018-05-15T00:00:00,2019-07-27T00:00:00,2209,1,0.07159773668203864,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,873418826720,nft_dropper_69,2024-03-02T00:00:00,2024-03-02T00:00:00,91,0,0.7691909457085147,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,455854549516,photo_by_anna,2018-07-15T00:00:00,2019-01-30T00:00:00,2148,1,0.026521008715876065,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,262987147221,free_follower_bot,2024-05-12T00:00:00,2024-05-12T11:00:00,20,0,0.5836639067385911,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,952291572630,nina_art,2020-01-05T00:00:00,2021-02-17T00:00:00,1609,1,0.19788956540869068,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,366425539422,daniel_f,2019-08-15T00:00:00,2020-05-28T00:00:00,1752,1,0.025531369598065623,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,345423141975,zz_promo_zz,2024-05-26T00:00:00,2024-05-26T00:00:00,6,0,0.8859562068250207,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,358751448565,sarah_smith,2018-12-04T00:00:00,2019-08-08T00:00:00,2006,1,0.21737284327788808,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,891976101669,dev_pete,2020-07-17T00:00:00,2021-06-05T00:00:00,1415,1,0.11514316269068786,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,851546735669,xXx_profit_xXx,2024-04-17T00:00:00,2024-04-17T00:00:00,45,0,0.6746141521995994,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,966575890981,mark_adventure,2022-09-16T00:00:00,2023-01-17T00:00:00,624,1,0.17426753505721482,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,358287520937,everyday_elena,2022-02-16T00:00:00,2022-09-06T00:00:00,836,1,0.18156128691980472,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,370555979600,free_followers_now,2024-05-27T00:00:00,2024-05-27T00:00:00,5,0,0.9164747919929305,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,881313264920,amy_joy,2018-02-07T00:00:00,2018-03-16T00:00:00,2306,1,0.23295175012574,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,259134444721,chef_marco,2021-06-19T00:00:00,2022-10-01T00:00:00,1078,1,0.15968148663365636,,none,0
